525,'61216579','Shell_US',15297,149,798,0,324,'2013-02-26 23:50:09'
526,'950080579','Shell_Nederland',161,0,53,0,1,'2013-02-27 23:50:07'
527,'20663500','Shell',116205,128,817,4,1606,'2013-02-27 23:50:07'
528,'577176707','Shell_NatGas',4567,133,372,0,61,'2013-02-27 23:50:07'
529,'38220933','Shell_Careers',12963,41,1036,0,231,'2013-02-27 23:50:08'
530,'38199580','ShellMotorsport',20798,138,1007,6,811,'2013-02-27 23:50:08'
531,'413387003','Shell_Alaska',2574,470,1013,8,37,'2013-02-27 23:50:08'
532,'17816786','shell_ecomar',3275,601,1564,0,61,'2013-02-27 23:50:08'
533,'702247658','Shell_Australia',465,155,268,1,4,'2013-02-27 23:50:09'
534,'61216579','Shell_US',15327,149,799,0,324,'2013-02-27 23:50:09'
